datetime,source,ch1_flow,ch2_flow,ch3_flow,ch4_flow,ch5_flow,ch6_flow,ch1_temp,ch2_temp,ch3_temp,ch4_temp,ch5_temp,ch6_temp
2026-03-24 13:30:00,cpva_update,12.16,13.71,9.33,8.30,9.61,18.27,16.60,14.95,11.49,11.34,16.26,20.00
2026-03-24 18:00:00,cpva_update,12.14,13.70,9.30,8.36,9.57,18.28,16.61,14.97,11.50,11.39,16.20,20.00
2026-03-25 09:00:00,cpva_update,,,,,,18.27,,,,,,20.01
2026-03-25 13:30:00,cpva_update,12.37,13.70,9.28,8.30,9.56,18.24,16.60,14.99,11.48,11.35,16.22,20.00
2026-03-25 18:00:00,cpva_update,12.37,13.72,9.24,8.30,9.51,18.38,16.60,14.99,11.51,11.34,16.20,20.02
2026-03-26 09:00:00,cpva_update,12.36,13.77,9.29,8.31,9.60,17.94,16.58,14.98,11.44,11.40,16.20,20.00
2026-03-26 13:30:00,cpva_update,12.27,13.72,9.26,8.35,9.61,18.09,16.61,15.00,11.46,11.37,16.20,20.00
2026-03-26 18:00:00,cpva_update,12.30,13.71,9.23,8.39,9.61,18.19,16.62,14.99,11.44,11.30,16.26,20.01
2026-03-27 09:00:00,cpva_update,,,,,,18.15,,,,,,20.00
2026-03-27 13:30:00,cpva_update,12.30,13.70,9.30,8.24,9.62,18.25,16.60,14.97,11.48,11.37,16.24,20.01
2026-03-30 09:00:00,cpva_update,12.42,13.81,9.35,8.33,9.58,18.23,16.58,14.93,11.46,11.36,16.21,19.99
2026-03-30 13:30:00,cpva_update,12.31,13.70,9.27,8.31,9.59,18.35,16.60,14.98,11.51,11.32,16.23,20.00
2026-03-30 18:00:00,cpva_update,12.33,13.74,9.26,8.31,9.57,18.31,16.59,14.96,11.46,11.36,16.26,20.01
2026-03-31 09:00:00,cpva_update,12.43,13.84,9.32,8.42,9.61,18.26,16.58,15.01,11.45,11.37,16.20,20.00
2026-03-31 13:30:00,cpva_update,12.31,13.70,9.28,8.40,9.61,18.43,16.59,14.97,11.53,11.36,16.22,20.00
2026-04-01 09:00:00,cpva_update,,,,,,17.93,,,,,,20.00
2026-04-01 13:30:00,cpva_update,12.34,13.74,9.39,8.39,9.63,,16.59,14.95,11.45,11.38,16.20,
2026-04-01 18:00:00,cpva_update,12.34,13.72,9.34,8.42,9.59,18.30,16.60,14.97,11.44,11.37,16.25,20.01
2026-04-02 09:00:00,cpva_update,12.37,13.79,9.31,8.23,9.57,18.30,16.60,14.98,11.49,11.39,16.21,20.00
2026-04-02 13:30:00,cpva_update,12.25,13.78,9.35,8.28,9.61,18.39,16.59,14.95,11.57,11.37,16.23,20.00
2026-04-02 18:00:00,cpva_update,12.32,13.72,9.30,8.32,9.60,18.42,16.58,14.94,11.53,11.37,16.21,19.99
2026-04-07 09:00:00,cpva_update,12.13,13.70,9.25,8.20,9.64,17.97,14.10,12.68,9.11,8.46,16.21,20.02
2026-04-07 13:30:00,cpva_update,12.17,13.70,9.16,8.26,9.64,18.06,14.06,12.52,8.88,8.50,16.24,20.00
2026-04-07 18:00:00,cpva_update,12.19,13.61,9.16,8.28,9.60,18.14,14.05,12.50,8.86,8.47,16.24,20.03
2026-04-08 09:00:00,cpva_update,12.23,13.80,9.21,8.20,9.65,18.25,14.10,12.49,8.87,8.43,16.20,20.01
2026-04-08 13:30:00,cpva_update,,,,,9.56,18.20,,,,,16.23,20.00
2026-04-10 13:30:00,cpva_update,,,,,,18.37,,,,,,20.01
2026-04-13 13:30:00,cpva_update,12.19,13.64,9.14,8.15,13.64,18.38,14.09,12.48,8.84,8.46,16.18,20.00
2026-04-14 13:30:00,cpva_update,12.18,13.60,9.09,8.11,13.64,18.08,14.08,12.46,8.84,8.48,16.20,20.00
2026-04-14 18:00:00,cpva_update,12.29,13.70,9.10,8.17,13.64,18.19,14.12,12.47,8.83,8.49,16.21,20.00
2026-04-15 13:30:00,cpva_update,12.19,13.61,9.08,8.13,13.66,18.35,14.10,12.46,8.85,8.48,16.22,20.00
2026-04-16 09:00:00,cpva_update,12.23,13.79,9.16,8.17,5.70,18.32,14.08,12.46,8.82,8.44,16.21,20.01
2026-04-16 13:30:00,cpva_update,12.26,13.60,9.05,8.15,11.08,18.35,14.09,12.47,8.86,8.49,16.19,20.00
2026-04-16 18:00:00,cpva_update,12.26,13.67,9.10,8.15,10.99,18.45,14.10,12.49,8.88,8.45,16.22,20.00
2026-04-17 13:30:00,cpva_update,12.32,13.70,9.24,8.31,11.00,18.34,16.58,14.96,11.47,11.39,16.20,20.00
2026-04-20 09:00:00,cpva_update,,,,,,18.06,,,,,,20.01
2026-04-20 13:30:00,cpva_update,12.42,13.72,9.26,8.28,11.03,18.10,16.60,14.94,11.48,11.35,16.27,19.97
2026-04-20 18:00:00,cpva_update,12.39,13.74,9.25,8.33,11.07,18.18,16.59,14.98,11.59,11.38,16.20,20.00
2026-04-21 09:00:00,cpva_update,12.35,13.73,9.27,8.05,11.20,18.19,16.62,14.96,11.56,11.36,16.23,20.00
2026-04-21 13:30:00,cpva_update,12.37,13.70,9.27,8.13,11.10,18.29,16.61,15.01,11.56,11.35,16.22,20.00
2026-04-21 18:00:00,cpva_update,12.37,13.70,9.25,8.13,11.21,18.29,16.59,14.98,11.56,11.34,16.23,20.00
2026-04-22 09:00:00,cpva_update,12.41,13.80,9.23,8.24,11.20,18.36,16.61,14.98,11.47,11.35,16.20,20.00
2026-04-22 13:30:00,cpva_update,12.42,13.70,9.25,8.31,11.20,18.33,16.60,14.94,11.55,11.38,16.20,20.01
2026-04-22 18:00:00,cpva_update,12.42,13.70,9.26,8.32,11.17,18.39,16.60,14.97,11.58,11.36,16.21,20.00
2026-04-23 09:00:00,cpva_update,12.41,13.77,9.28,8.22,11.27,18.17,16.47,14.97,11.59,11.31,16.22,20.01
2026-04-23 13:30:00,cpva_update,12.47,13.70,9.29,8.23,11.26,18.23,16.47,15.06,11.49,11.36,16.20,20.00
2026-04-23 18:00:00,cpva_update,12.47,13.74,9.26,8.28,11.25,18.28,16.50,15.09,11.53,11.34,16.24,20.00
2026-04-24 09:00:00,cpva_update,12.42,13.70,9.36,8.18,11.26,18.24,16.49,15.08,11.57,11.36,16.23,20.00
2026-04-24 13:30:00,cpva_update,12.47,13.72,9.33,8.23,11.25,17.43,16.54,15.09,11.53,11.34,16.20,20.00
2026-04-24 18:00:00,cpva_update,12.36,13.79,9.33,8.26,11.28,18.33,16.53,15.08,11.58,11.37,16.20,20.00
2026-04-27 09:00:00,cpva_update,,,,,,18.29,,,,,,20.00
2026-04-27 13:30:00,cpva_update,12.43,13.74,9.31,8.19,11.28,18.44,16.50,15.10,11.55,11.38,16.25,20.01
2026-04-27 18:00:00,cpva_update,12.43,13.70,9.32,8.24,11.27,18.35,16.50,14.96,11.58,11.36,16.17,20.00
2026-04-28 09:00:00,cpva_update,12.37,13.74,9.33,8.28,11.38,18.23,16.52,15.01,11.56,11.37,16.20,20.01
2026-04-28 13:30:00,cpva_update,12.39,13.70,9.32,8.30,11.34,18.30,16.49,14.99,11.56,11.36,16.24,20.00
2026-04-28 18:00:00,cpva_update,12.41,13.70,9.32,8.33,11.33,18.25,16.48,14.96,11.57,11.33,16.20,20.00
2026-04-29 09:00:00,cpva_update,12.30,13.70,9.32,8.04,11.40,18.30,16.45,14.94,11.57,11.38,16.20,20.00
2026-04-29 13:30:00,cpva_update,12.33,13.70,9.32,8.23,11.34,18.29,16.50,14.96,11.53,11.34,16.20,20.01
2026-04-29 18:00:00,cpva_update,12.16,13.70,9.31,8.27,11.32,18.38,16.52,14.97,11.57,11.37,16.22,20.01
2026-04-30 09:00:00,cpva_update,12.39,13.72,9.28,8.39,11.36,18.42,16.49,14.97,11.56,11.38,16.20,20.01
2026-04-30 13:30:00,cpva_update,12.41,13.70,9.37,8.37,11.38,18.37,16.49,14.97,11.51,11.34,16.20,20.00
2026-04-30 18:00:00,cpva_update,12.46,13.74,9.38,8.38,11.35,18.44,16.50,14.97,11.47,11.36,16.19,20.00
2026-05-04 09:00:00,cpva_update,12.51,13.80,9.33,8.37,11.41,18.14,16.51,14.93,11.54,11.35,16.22,20.01
2026-05-04 13:30:00,cpva_update,12.42,13.71,9.24,8.31,11.37,18.26,16.50,15.00,11.52,11.35,16.20,20.01
2026-05-04 18:00:00,cpva_update,12.42,13.70,8.85,8.35,11.38,18.18,16.49,14.96,11.52,11.37,16.17,20.01
2026-05-05 09:00:00,cpva_update,,,,,,18.22,,,,,,20.00
2026-05-05 13:30:00,cpva_update,12.21,13.70,9.28,8.21,11.36,18.26,16.49,14.95,11.57,11.38,16.21,19.98
2026-05-05 18:00:00,cpva_update,12.25,13.74,9.24,8.22,11.40,18.27,16.50,14.96,11.55,11.35,16.19,20.00
2026-05-06 09:00:00,cpva_update,12.37,13.80,9.28,8.31,11.47,18.40,16.48,14.99,11.57,11.34,16.20,20.00
2026-05-06 13:30:00,cpva_update,12.34,13.70,9.24,8.27,11.41,18.45,16.50,14.97,11.60,11.35,16.20,20.00
2026-05-06 18:00:00,cpva_update,12.29,13.75,9.28,8.30,11.45,18.40,16.52,15.00,11.59,11.34,16.22,19.97
2026-05-07 09:00:00,cpva_update,12.47,13.70,9.24,8.18,11.44,18.42,16.50,14.95,11.56,11.34,16.20,20.00
2026-05-07 13:30:00,cpva_update,12.49,13.70,9.23,8.20,11.43,18.40,16.50,14.98,11.59,11.34,16.23,20.00
2026-05-07 18:00:00,cpva_update,12.44,13.70,9.17,8.30,11.46,18.37,16.58,14.95,11.65,11.35,16.22,20.00
2026-05-11 13:30:00,cpva_update,12.49,13.70,9.29,8.22,11.46,18.22,16.58,14.97,11.61,11.38,16.20,20.00
2026-05-11 18:00:00,cpva_update,12.50,13.72,9.32,8.20,11.47,18.06,16.61,14.96,11.68,11.37,16.20,20.01
2026-05-12 09:00:00,cpva_update,12.41,13.71,9.22,8.30,11.42,18.25,16.60,14.98,11.55,11.37,16.20,20.01
2026-05-12 13:30:00,cpva_update,12.40,13.70,9.29,8.32,11.47,18.28,16.59,14.99,11.57,11.37,16.22,20.00
2026-05-12 18:00:00,cpva_update,12.36,13.73,9.28,8.31,11.44,18.34,16.60,14.95,11.58,11.33,16.20,20.00
2026-05-13 09:00:00,cpva_update,12.31,13.71,9.28,8.30,11.46,18.42,16.54,14.96,11.60,11.34,16.24,20.01
2026-05-13 13:30:00,cpva_update,12.33,13.70,9.26,8.28,11.45,18.40,16.57,14.97,11.47,11.38,16.23,20.00
2026-05-13 18:00:00,cpva_update,12.32,13.70,9.27,8.30,11.44,18.46,16.59,14.98,11.50,11.37,16.20,20.02
2026-05-14 09:00:00,cpva_update,12.32,13.70,9.30,8.20,11.45,17.96,16.52,15.04,11.56,11.38,16.21,20.00
2026-05-14 13:30:00,cpva_update,12.26,13.70,9.34,8.24,11.45,18.02,16.51,14.87,11.58,11.37,16.20,20.00
2026-05-14 18:00:00,cpva_update,12.33,13.71,9.31,8.24,11.45,17.97,16.51,14.87,11.49,11.36,16.21,20.00
2026-05-15 09:00:00,cpva_update,12.31,13.70,9.33,8.17,11.45,18.30,16.48,14.86,11.60,11.38,16.20,20.00
2026-05-15 13:30:00,cpva_update,12.31,13.71,9.38,8.25,11.62,18.54,16.49,14.87,11.50,11.39,16.20,20.00
2026-05-15 18:00:00,cpva_update,12.35,13.74,9.42,8.28,11.65,18.61,16.50,14.75,11.48,11.35,16.20,20.00
2026-05-18 13:30:00,cpva_update,,,,,,18.40,,,,,,20.01
2026-05-19 13:30:00,cpva_update,12.37,13.70,9.35,8.30,11.50,18.30,16.50,14.81,11.56,11.39,16.20,20.01
2026-05-20 09:00:00,cpva_update,12.28,13.79,9.25,8.20,11.55,18.32,14.09,12.50,8.85,8.46,16.21,20.01
2026-05-20 13:30:00,cpva_update,12.33,13.60,9.17,8.10,11.49,18.31,14.11,12.39,8.82,8.39,16.21,20.01
2026-05-21 09:00:00,cpva_update,12.31,13.76,9.20,8.07,11.53,18.44,14.10,12.34,8.86,8.46,16.20,20.01
2026-05-21 13:30:00,cpva_update,12.34,13.60,9.06,8.10,11.37,18.38,14.09,12.37,9.04,8.48,16.20,20.01
2026-05-22 13:30:00,cpva_update,12.37,13.70,9.26,8.20,11.48,18.39,16.49,14.78,11.55,11.36,16.20,20.00
2026-05-25 09:00:00,cpva_update,,,,,,18.23,,,,,,20.01
2026-05-25 13:30:00,cpva_update,,,,,,18.43,,,,,,20.00
2026-05-25 18:00:00,cpva_update,,,,,,18.40,,,,,,20.01
2026-05-26 09:00:00,cpva_update,12.41,13.80,9.38,8.23,11.50,18.37,16.50,14.78,11.58,11.37,16.20,20.00
2026-05-26 13:30:00,cpva_update,12.37,13.70,9.34,8.25,11.48,18.52,16.47,14.76,11.58,11.36,16.20,20.00

2026-05-27 09:00:00,cpva_update,12.34,13.70,9.32,8.30,11.46,18.49,16.49,14.76,11.58,11.36,16.21,20.00
2026-05-27 13:30:00,cpva_update,12.35,13.70,9.35,8.29,11.47,18.49,16.48,14.76,11.67,11.38,16.20,20.00
2026-05-27 18:00:00,cpva_update,12.32,13.70,9.36,8.28,11.42,18.39,16.50,14.77,11.68,11.35,16.20,20.01
2026-05-28 09:00:00,cpva_update,12.41,13.70,9.24,8.30,11.42,18.33,16.48,14.78,11.64,11.39,16.20,20.02
2026-05-28 13:30:00,cpva_update,12.43,13.71,9.28,8.26,11.44,18.46,16.48,14.75,11.65,11.36,16.21,20.00
2026-05-28 18:00:00,cpva_update,12.43,13.70,9.27,8.30,11.41,18.55,16.46,14.79,11.66,11.27,16.21,20.01
2026-05-29 09:00:00,cpva_update,12.46,13.72,9.30,8.22,11.43,18.39,16.50,14.78,11.56,11.36,16.20,20.00
2026-05-29 13:30:00,cpva_update,12.41,13.70,9.31,8.25,11.38,18.43,16.52,14.81,11.58,11.38,16.24,20.01
2026-05-29 18:00:00,cpva_update,12.44,13.70,9.31,8.27,11.38,18.59,16.49,14.78,11.57,11.37,16.24,20.00
2026-06-01 09:00:00,cpva_update,12.45,13.71,9.37,8.16,11.40,18.46,16.49,14.79,11.56,11.37,16.20,20.01
2026-06-01 13:30:00,cpva_update,12.46,13.70,9.40,8.23,11.38,18.47,16.47,14.77,11.54,11.33,16.26,20.02
2026-06-01 18:00:00,cpva_update,12.49,13.70,9.38,8.24,11.37,18.54,16.48,14.79,11.58,11.38,16.20,20.00
2026-06-02 09:00:00,cpva_update,12.45,13.70,9.34,8.30,11.39,18.11,16.52,14.78,11.54,11.35,16.20,20.01
2026-06-02 13:30:00,cpva_update,12.46,13.70,9.36,8.35,11.37,18.25,16.48,14.78,11.57,11.37,16.23,20.01
2026-06-02 18:00:00,cpva_update,12.44,13.74,9.34,8.38,11.37,18.33,16.49,14.81,11.58,11.38,16.27,20.02
2026-06-03 09:00:00,cpva_update,12.42,13.70,9.36,8.10,11.39,18.48,16.43,14.81,11.53,11.39,16.20,20.01
2026-06-03 13:30:00,cpva_update,12.43,13.70,9.34,8.22,11.35,18.53,16.51,14.78,11.58,11.37,16.23,20.00
2026-06-03 18:00:00,cpva_update,12.42,13.70,9.37,8.28,11.33,18.49,16.51,14.75,11.67,11.36,16.24,20.00
2026-06-04 09:00:00,cpva_update,12.37,13.86,9.37,8.26,11.38,18.18,16.50,14.77,11.60,11.35,16.25,19.99
2026-06-04 13:30:00,cpva_update,12.31,13.70,9.38,8.21,11.29,18.22,16.47,14.77,11.65,11.36,16.20,20.00
2026-06-04 18:00:00,cpva_update,12.32,13.72,9.24,8.27,11.26,18.30,16.51,14.74,11.67,11.29,16.23,20.00
2026-06-05 09:00:00,cpva_update,12.32,13.77,9.31,8.14,11.31,18.46,16.49,14.78,11.56,11.35,16.20,20.00
2026-06-05 13:30:00,cpva_update,12.38,13.70,9.30,8.17,11.27,18.53,16.49,14.80,11.54,11.37,16.20,20.00
2026-06-05 18:00:00,cpva_update,12.38,13.71,9.26,8.22,11.27,18.55,16.50,14.80,11.55,11.39,16.20,20.00
2026-06-08 09:00:00,cpva_update,,,,,,18.44,,,,,,20.00
2026-06-08 13:30:00,cpva_update,12.29,13.70,9.26,8.18,11.22,18.43,16.48,14.80,11.58,11.34,16.20,20.00
2026-06-08 18:00:00,cpva_update,,,,,,18.51,,,,,,20.01
2026-06-09 09:00:00,cpva_update,,,,,,18.53,,,,,,20.02
2026-06-09 13:30:00,cpva_update,12.36,13.70,9.24,8.29,11.21,18.50,16.48,14.78,11.56,11.35,16.23,20.01
2026-06-09 18:00:00,cpva_update,,,,,,18.73,,,,,,20.00
2026-06-10 09:00:00,cpva_update,,,,,,18.38,,,,,,20.00
